node_69
node_10, 4790.40, 2550.40, 7740.80, 179.20, 2614.40, 6139.20, 809.60, 9443.20, 153.60, 9142.40, 1254.40, 4876.80, 7516.80, 7916.80, bomba, 8624.00, 8723.20, bomba, 2435.20, 3692.80, 7104.00, 9699.20, 4992.00, 3014.40, 5740.80, 7321.60, 6976.00, bomba, 5308.80, 5318.40, 6329.60, 4992.80, 4192.00, 2563.20, 4115.20, 9072.00, 1299.20, 5385.60, 6099.20, 5849.60, 5584.00, 2105.60, 7004.80, 8688.00, 377.60, 5462.40, 1212.80, 5030.40, 8572.80, 5315.20, 5500.80, 3910.40, 4787.20, 7984.00, 9324.80, 5996.80, 8646.40, 9107.20, 8662.40, 1243.20, 5065.60, 9027.20, 8793.60, 3318.40, 4931.20, 54.40, 4649.60, 2128.00, 6528.00, 3600.00, 5593.60, 2390.40, 976.00, 3161.60, 2563.20, 320.00, 2745.60, 7171.20, 5040.00, 544.00, 2393.60, bomba, 9465.60, bomba, 5920.00, 3468.80, 4595.20, 9011.20, 640.00, 8480.00, 8217.60, 4089.60, 9779.20, 4137.60, 3385.60, bomba, 6921.60, 6105.60, bomba
node_11, 8355.20, 2595.20, 8227.20, 9414.40, 416.00, 5708.80, 6697.60, 6569.60, 7612.80, 3804.80, 1254.40, 4009.60, bomba, 9856.00, 6608.00, 4298.40, 4320.00, 3715.20, 3209.60, 5139.20, 697.60, 1068.80, 3958.40, 3142.40, 2486.40, 524.80, 6745.60, 6723.20, 5278.40, 4698.40, 7088.00, 2406.40, 1776.00, 5580.80, 5561.60, 9603.20, 1632.00, bomba, bomba, 9734.40, 5996.80, 7203.20, 6422.40, 1990.40, 3779.20, 5225.60, 5683.20, 5552.00, 5395.20, 4078.40, 3494.40, 489.60, 5996.80, 3987.20, 9228.80, 4624.00, 7244.80, 1238.40, 7395.20, 5372.80, 1552.00, 5318.40, 1507.20, 6329.60, 3644.80, 1136.00, 4099.20, 5529.60, 7363.20, 9155.20, 6508.80, 5094.40, 7241.60, 9056.00, 2838.40, 9081.60, 8291.20, 3263.60, 6905.60, 9971.20, 3.20, 960.00, 6003.20, 7452.80, 9286.40, 3228.80, 2016.00, 1184.00, 9560.00, 7164.80, 7932.80, 8426.40, 2288.00, 9292.80, 1283.20, 1366.40, 3635.20, 7011.20, 464.00
node_12, 900.60, 6313.60, 1088.00, 1526.40, 8140.80, 7462.40, 5740.80, 4620.80, 2915.20, 5068.80, 4876.80, 4009.60, 6262.40, 2707.20, bomba, 1078.40, 8899.20, 1875.20, 3033.60, 5584.00, 9302.40, 4789.20, 320.00, 9494.40, 7350.40, 7296.00, 6025.60, 2108.80, 777.60, 3414.40, 2822.40, 9587.20, 6768.00, 9420.80, 4547.20, 4544.00, 6137.60, 4080.00, 7034.40, 9795.20, 9968.00, 2032.00, bomba, 1552.00, 592.00, 126.40, 2736.00, 8400.00, 4454.40, 4211.20, 6089.60, 6108.80, 1340.80, 8681.60, 8668.80, 4403.20, 8832.00, 7900.80, 2211.20, bomba, 7696.00, 9488.00, 603.20, 3187.20, 8976.00, 7315.20, 9411.20, 7292.80, 6889.60, bomba, 9356.80, 5830.40, 1609.60, 8425.60, 6456.80, 9888.00, 6793.60, 6217.60, 8899.20, 4086.40, 73.60, 2937.60, 6467.20, 3510.40, bomba, 8908.80, 1084.80, 1937.60, 1740.80, 9772.80, 9539.20, 2352.00, 672.00, 5372.80, 2870.40, 9078.40, 2502.40, bomba, 5529.60
node_13, 3027.20, 1318.40, 3100.80, 4395.20, 6812.80, 4278.40, 8806.40, 1571.20, 5849.60, 5606.40, 7516.80, bomba, 6262.40, 3948.80, 6758.40, 8742.40, 2508.00, 3795.20, 2681.60, 4083.20, 4870.40, 195.20, 8265.60, 8377.60, 8297.60, 7348.80, 1126.40, 3027.20, bomba, 8193.60, 3110.40, 3408.00, 9260.80, 9868.80, 4048.00, 7430.40, 3654.40, 7724.80, 6457.60, 4684.80, 5193.60, 7177.60, 6716.80, 7868.80, 8828.80, 9452.80, 4636.80, 9187.20, 3334.40, 9110.40, 6281.60, 9571.20, 7446.40, 3484.80, 6662.40, 297.60, 3475.20, 1440.00, 956.80, 5715.20, 7009.60, 4995.20, 1299.20, 7190.40, 6521.60, 5299.20, 6131.20, 4371.20, 7065.60, 9110.40, 9308.80, 7212.80, 160.00, 6256.00, 9609.60, 2544.00, 412.80, 9900.80, 4992.00, 7993.60, 6665.60, 7582.80, 1433.60, 8000.00, 1462.40, 3849.60, 8160.00, 6832.00, 1369.60, 1072.00, 6694.40, 857.60, 4412.80, 460.80, 7852.80, 4176.00, 5017.60, 8937.60, 5356.80
node_14, 8470.40, 9772.80, 8851.20, 9318.40, 4220.80, bomba, 7900.80, 8230.40, 9964.80, 7123.20, 7916.80, 9856.00, 2707.20, 3948.80, 8201.60, 7320.00, 864.00, bomba, 5427.20, 784.00, 3646.40, 3377.20, 6233.60, 5264.00, 460.80, 8412.80, 892.80, 8035.20, 3132.80, 44.80, 1846.40, 6681.60, 4476.80, 400.00, 4128.00, 8038.40, 1939.20, 3910.40, 838.40, 8124.80, 5556.80, 7564.80, 3235.20, 7929.60, 627.20, 988.80, 8608.00, 6816.00, 4025.60, 4624.00, 3312.00, 9190.40, 5708.80, 6688.00, 2268.80, 9481.60, 4614.40, 5913.60, 5929.60, 5859.20, 6723.20, 2300.80, 6153.60, 51.20, 9603.20, 1603.20, 611.20, 9801.60, 3891.20, 6140.80, 4560.00, 7270.40, 5939.20, 8662.40, bomba, 1696.00, 2992.00, 4000.00, 4748.80, 2601.60, 2000.00, 531.20, 6627.20, 566.40, 80.00, 1596.80, 3961.60, 7072.00, 5321.60, 5046.40, 3513.60, 5936.00, 2374.40, bomba, 7251.20, 6374.40, 9011.20, 1859.20, 8867.20
node_15, 3958.40, bomba, 8172.80, 2329.60, 4412.80, 8896.00, 8003.20, 441.60, 8073.60, 5987.20, bomba, 6608.00, bomba, 6758.40, 8201.60, 9440.00, 9126.40, 6857.60, 3161.60, 6272.00, 2947.20, 7388.80, 9696.00, 6249.60, 4880.00, 4092.80, 1638.40, 3020.80, 7379.20, 9564.80, 8944.00, 8470.40, 3299.20, 4441.60, 2540.80, 6592.00, 3667.20, bomba, 8934.40, 8704.00, 1564.80, 9216.00, 3257.60, 7116.80, 8752.00, 153.60, 7315.20, 7401.60, 7224.00, 8723.20, 4198.40, 6886.40, 2560.00, 2864.00, 8467.20, 6947.20, 5987.20, 6492.80, 1670.40, 4791.30, 1932.80, 9753.60, 5206.40, 3152.00, 2278.40, 3820.80, 2089.60, 5974.40, bomba, 7776.00, 2035.20, 9468.80, 4150.40, 550.40, 2848.00, bomba, 1913.60, 8940.80, 6432.00, 1171.20, 8860.80, 6819.20, 8969.60, 7238.40, 3257.60, 6118.40, 1372.80, 6582.40, 6452.40, 2979.20, 4102.40, 7340.80, 8496.00, 4771.20, 1644.80, 5271.20, 5849.60, 3091.20, 4876.80
node_16, 5041.60, 6163.20, 8240.00, 8044.80, 1526.40, 7958.40, 9734.40, 5948.80, 915.20, 265.60, 8624.00, 4298.40, 1078.40, 8742.40, 7320.00, 9440.00, 4774.40, 6982.40, 5062.40, 9750.40, 7145.60, 406.40, 7136.00, 985.60, 2147.20, 2406.40, 4403.20, 7766.40, 7820.80, 3401.60, 76.80, 4524.80, 8054.40, 7379.20, 3126.40, 8016.00, 4969.60, 396.80, bomba, 8224.00, bomba, 168.80, 7945.60, 8217.60, 1545.60, 9961.60, 1532.80, 9744.00, bomba, 7596.80, 7536.00, 4297.60, 7318.40, 6252.80, 9353.60, 6761.60, 8377.60, 2024.00, 4860.80, 3724.80, 5134.40, 2947.20, 9801.60, 9523.20, 3097.60, 3084.80, 6028.80, 6396.80, 5340.80, 1753.60, 390.40, 8169.60, 5443.20, 8364.80, 2073.60, 9993.60, 7420.80, 7149.20, 7280.00, 9555.20, 7078.40, 4268.80, 1648.00, 9715.20, 8233.60, 3318.40, 1619.20, 662.40, 3318.40, 636.80, 2758.40, 5868.80, 5212.80, 2300.80, 1337.60, 6128.00, 4489.60, 3152.00, bomba
node_17, 697.60, 1926.40, 8230.40, 5344.00, 3043.20, 268.80, 3539.20, 8624.00, 1116.80, 7414.40, 8723.20, 4320.00, 8899.20, 2508.00, 864.00, 9126.40, 4774.40, 4774.40, 7600.00, 4454.40, 1216.00, 9540.80, 7424.00, 4840.00, 806.40, 3619.20, 5372.80, 1776.00, 9414.40, bomba, 9942.40, 3324.80, 6049.60, 1752.00, 7827.20, bomba, bomba, 8486.40, 4211.20, 3843.20, 4041.60, 4313.60, 6662.00, 7760.00, 7270.40, 1619.20, 6064.00, 4764.80, 4672.00, 7401.60, 4361.60, 6444.80, 7568.00, 4268.80, bomba, 80.00, 8852.00, 4985.60, 3766.40, 1590.40, 528.00, 9884.80, 8156.80, 1982.40, 4419.20, 8598.40, 2915.20, 1027.20, 1612.80, 3904.00, 5036.80, 5435.20, 1654.40, 9404.80, 4784.00, 9715.20, 5846.40, 5180.80, 7507.20, 96.00, 8184.00, 5622.40, 7017.60, 3222.00, 5212.80, 131.20, 2748.80, bomba, 5977.60, 1446.40, 9465.60, 992.00, 4030.40, 2582.40, 4976.00, 6736.00, 4652.80, 4256.00, 649.60
node_18, 9203.20, 2432.00, 3270.40, 1734.40, 1475.20, bomba, 307.20, 5731.20, 6748.80, 1078.40, bomba, 3715.20, 1875.20, 3795.20, bomba, 6857.60, 6982.40, 4774.40, 1929.60, 6245.60, 7753.60, 7622.40, 5033.60, 2000.00, 9280.00, 924.80, 49.60, 8086.40, 8124.80, 5321.60, 6217.60, 8857.60, bomba, 9596.80, 8630.40, 8899.20, 6473.60, 3180.80, 5040.00, 9635.20, 9916.80, 7875.20, 7145.60, 4236.80, 665.60, 1769.60, 2793.60, 2273.60, 3400.00, 4540.80, 9356.80, 44.80, 4875.20, 609.60, 3318.40, 7510.40, 4068.80, 6480.00, 4617.60, 6489.60, 1907.20, 7072.00, 515.20, 4034.40, 2848.00, 7584.00, 3654.40, 1299.20, 4118.40, 76.80, 3785.60, 3948.80, 6243.20, 707.20, 1142.40, 9414.40, 8716.80, 1019.20, 7468.80, 4777.60, 3625.60, 5792.00, 3262.40, bomba, 2273.60, 8099.20, 19.20, 5555.20, 2486.40, 412.80, 6729.60, 1584.00, 9590.40, 6310.40, 7654.40, 9004.80, 5094.40, 1836.80, 5171.20
node_19, 7811.20, 5488.00, 4377.60, 6521.60, 720.00, bomba, 854.40, 4358.40, 6035.20, 403.20, 2435.20, 3209.60, 3033.60, 2681.60, 5427.20, 3161.60, 5062.40, 7600.00, 1929.60, 7382.40, 1721.60, 5142.40, 7523.20, 1286.40, 224.00, 8544.00, 3161.60, 4032.00, 2732.80, 3080.00, bomba, 3296.00, 160.00, 8160.00, 7696.00, 4406.40, 2652.80, 4416.00, 3504.00, 5097.60, bomba, 2316.80, 5392.00, 8227.20, 8326.40, 1779.20, 5030.40, 9568.00, 3481.60, 2156.80, 4905.60, 3852.80, 9369.60, 1004.80, 5611.20, 9868.80, 1379.20, 8489.60, 163.20, 8166.40, 9648.00, 1528.80, 8291.20, 3145.60, 2091.40, 6220.80, 6761.60, 7817.60, 9984.00, 636.80, 6556.80, 246.40, 4320.00, 7990.40, 8710.40, 6259.20, 9372.80, 7948.80, 515.20, 4342.40, 9660.80, 1235.20, 2272.00, 4185.60, 7881.60, 7859.20, 6956.80, 5644.80, 1734.40, 675.20, 3049.60, 2073.60, 4723.20, bomba, 2752.00, 9478.40, 1532.80, 467.20, 9760.00
node_20, 6681.60, 3232.00, 25.60, 4425.60, 4467.20, bomba, 96.00, 1392.00, 3589.40, 5788.80, 3692.80, 5139.20, 5584.00, 4083.20, 784.00, 6272.00, 9750.40, 4454.40, 6245.60, 7382.40, 7702.40, 1116.80, 6982.40, 8560.00, 4256.00, 7900.80, 2374.40, 3494.40, 6643.20, 6112.00, 5078.40, 2604.80, 4547.20, 6908.00, 1209.60, 2947.20, 7582.40, 7734.40, 7030.40, 7200.00, 8230.40, 7843.20, 950.40, 8336.50, 1187.20, 2505.60, 6588.80, 2470.40, 2505.60, 1068.80, 7680.00, 4268.80, 1344.00, 9830.40, 1574.40, 1289.60, 7019.30, 2051.20, 2112.00, 7203.20, 6483.20, 1200.00, 8076.80, 9120.00, 4681.60, 7568.00, 5833.60, 7619.20, 7107.20, 7186.40, 7737.60, 134.40, 9248.00, 2729.60, 4214.40, 4659.20, 2899.20, 7040.00, 2795.20, 4828.80, 7971.20, 1462.40, 7500.80, 2624.00, 9801.60, 4928.00, 8288.00, 3936.00, 518.40, 531.20, 1497.60, bomba, 4313.60, bomba, 5164.80, 6214.40, 9148.80, 222.40, 8390.40
node_21, 4272.00, 2175.20, 3852.80, 6403.20, 4588.80, 9680.00, 4086.40, 3875.20, 9574.40, 697.60, 7104.00, 697.60, 9302.40, 4870.40, 3646.40, 2947.20, 7145.60, 1216.00, 7753.60, 1721.60, 7702.40, 2892.80, 4296.00, 9014.40, 4518.40, 1763.20, 2886.40, 1404.80, 748.80, 2048.00, 9116.80, 3804.80, 7443.20, bomba, 7702.40, 6513.60, 5395.20, 7568.00, 8864.00, 3910.40, 2790.40, 1702.40, 1228.80, 3312.00, 6483.20, 8668.80, 7699.20, 3152.00, 4131.20, bomba, 8025.60, 1190.40, 2566.40, 3107.20, 8598.40, 8096.00, 4332.80, 1958.40, 4537.60, 9168.00, 3910.40, 9904.00, 3593.60, 22.40, 1809.60, 1187.20, 8192.00, 3254.40, bomba, 2198.40, 5024.00, bomba, 1721.60, 8176.00, 8144.00, 2204.80, 99.20, 6934.40, bomba, 1411.20, 3632.00, 1724.80, 8246.40, 2585.60, 2985.60, 7267.20, 8332.80, 630.40, 9427.20, 9596.80, 9433.60, 2896.00, bomba, 4854.40, 6787.20, 7526.40, 2134.40, 3881.60, 5872.00
node_22, 1786.20, 6182.40, 4540.80, 6259.20, 2121.60, 7465.60, 6460.80, 5990.40, 8838.40, 4179.20, 9699.20, 1068.80, 4789.20, 195.20, 3377.20, 7388.80, 406.40, 9540.80, 7622.40, 5142.40, 1116.80, 2892.80, 4662.40, 4508.80, 133.20, 1747.20, 6179.20, 1209.60, 380.80, 860.80, 3433.60, 4748.80, 5324.80, 7824.00, 5232.00, 5376.00, 3609.60, bomba, 1740.80, bomba, bomba, 4268.80, 1302.40, 4710.40, 1020.80, 8236.80, 3625.60, 6019.20, 7788.80, 5072.00, 7078.40, 5404.80, 3331.20, 3865.60, 873.60, 208.00, 9091.20, 9270.40, 3219.20, 3712.00, 9542.40, 336.00, 6569.60, 7017.60, 3465.60, bomba, 5806.40, 4505.60, 1932.80, 7462.40, 595.20, 4787.20, 5404.80, bomba, 9667.20, 4505.60, 9017.60, 7289.60, 4454.40, 1568.00, 8038.40, 99.20, 8259.20, 4608.00, 6230.40, 6274.40, 4654.40, 6508.80, 8387.20, 329.60, 5292.80, 8905.60, 2934.40, 3148.80, bomba, bomba, 8563.20, bomba, 3286.40
node_23, 9939.20, 6668.80, 7689.60, 70.40, 2608.00, 4876.80, 6883.20, 3203.20, 9776.00, 902.40, 4992.00, 3958.40, 320.00, 8265.60, 6233.60, 9696.00, 7136.00, 7424.00, 5033.60, 7523.20, 6982.40, 4296.00, 4662.40, 297.60, 7248.00, 7974.00, 904.80, 1971.20, 4355.20, 7347.20, 393.60, 7216.00, 5724.80, 3993.60, 8339.20, 1308.80, 9625.60, 8649.60, 2124.80, 4051.20, 8790.40, 2905.60, bomba, 8988.80, 432.00, 5411.20, 5865.60, 7436.80, 7880.00, 2723.20, 4006.40, 6408.00, 5884.80, 8172.80, 5641.60, 9017.60, 5888.00, 4121.60, 64.00, 9800.00, 2723.20, 4598.40, 1097.60, 3441.60, 6742.40, 6828.80, 3456.00, 7654.40, 8304.00, 633.60, 1321.60, 0.00, 4848.00, 2876.80, 521.60, 7049.60, 9513.60, 3456.00, 5318.40, 2857.60, 4700.80, 6080.00, 4566.40, 768.00, 2819.20, 1702.40, 4323.20, bomba, 745.60, 5721.60, 1804.80, 7771.20, 6051.20, 5193.60, 9763.20, 6707.20, 1008.00, 5878.40, 9772.80
