node_54
node_10, 576.00, 8601.60, 3417.60, 5872.00, 2652.80, 5488.00, 9632.00, bomba, bomba, 3027.20, 5638.40, 6851.20, bomba, 784.00, 2038.40, 9491.20, 4240.00, bomba, 6201.60, 9187.20, 9414.40, 1491.20, 2537.60, 5398.40, 7795.20, 1251.20, 275.20, 537.60, 9750.40, 4454.40, 8304.00, 9347.20, 2224.00, 3820.80, 348.80, 8352.00, 5219.20, 8505.60, 4930.40, 4460.80, 3056.00, 6169.60, 8726.40, 4252.80, 2921.60, 3529.60, 5929.60, 7027.20, 1603.60, 9836.80, 8774.40, 3353.60, 9673.60, 3385.60, 7392.00, 8960.00, 8470.40, 8678.40, 5100.80, 7302.40, 4912.00, 4132.80, 5350.40, 2253.60, 5280.00, 8902.40, 1916.80, 9676.80, 5737.60, 9457.20, 5827.20, 8483.20, 5184.00, 3129.60, 3369.60, 3198.40, 4534.40, bomba, 8489.60, 104.00, 5100.80, 1088.00, 4531.20, 1876.00, 8742.00, 6678.40, 9750.40, 499.20, 7235.20, 8489.60, bomba, 8889.60, 9017.60, 3392.00, 4284.80, 4540.80, bomba, 8038.40, 9676.80
node_11, 838.40, 3902.40, 1884.80, 838.40, 9289.60, 1568.00, 7980.80, 3897.60, 2387.20, 384.00, 5638.40, 569.60, 1248.00, 4617.60, 7321.60, 9204.80, 8739.20, 5161.60, 9382.40, 9582.40, 6956.80, 9177.60, 8096.00, 2262.40, 2624.00, 2534.40, 3475.20, 3987.20, 5264.00, 8992.00, 3728.00, 8777.60, 7521.60, 1814.40, 1267.20, 8571.30, 6006.40, 2736.00, 4739.20, 7977.60, 8569.60, 2937.60, 6886.40, 38.40, 7164.80, 6364.80, 8854.40, 8259.20, 2361.60, 4905.60, 3113.60, 5120.00, 2864.00, 4857.60, 6131.20, 6601.60, 4976.00, 9.60, 9734.40, 7264.00, 2334.40, 2697.60, 2054.40, 9196.80, 2678.40, 9678.40, 854.40, 6537.60, 4291.20, 2960.00, 5862.40, 6758.40, 4022.40, 5948.80, 73.60, 3936.00, 131.20, 5228.80, 867.20, 6598.40, 1804.80, 966.40, 2713.60, 9654.40, 2169.60, 9068.80, bomba, 492.80, bomba, 4892.80, 2944.00, 8336.00, 8732.80, 6889.60, 1260.80, 4780.80, 1395.20, 8995.20, 8150.40
node_12, 6201.60, 1632.00, 1436.80, 7452.80, 9750.40, 2704.00, 6252.80, 7315.20, 1222.40, 5062.40, 6851.20, 569.60, 4387.20, 4540.80, 8348.80, bomba, 1132.80, 8566.40, 5964.80, 8112.00, 7847.20, 1129.60, 9715.20, 9856.00, 8726.40, 5148.80, 8630.40, 9635.20, 5248.00, 8115.20, 5817.60, 5708.80, 697.60, 6246.40, 9049.60, 4233.60, 6115.20, 3264.00, 1030.40, 3603.20, 7649.60, 9107.20, 3680.00, 950.40, 6188.80, 5795.20, 2988.80, 2246.40, 9036.80, 3619.20, 7756.80, 8252.80, 6499.20, 2976.00, 6275.20, 551.20, 6963.20, 208.00, 1670.40, 2854.40, 3481.60, 1513.60, 3423.00, 3440.00, 7145.60, 3825.60, 8192.00, 403.20, 3596.80, 5481.60, 1587.20, 3792.00, 7324.80, 4120.20, 68.80, 6854.40, 7257.60, 1664.00, 5385.60, 4784.00, 5440.00, 698.40, 688.00, 9952.00, 6105.60, 5792.00, 3107.20, 1168.80, 6867.20, 1065.60, 2265.60, 2124.80, 9561.60, 1840.00, 2163.20, 748.80, 5238.40, 2873.60, 4182.40
node_13, 214.40, 5241.60, 4057.60, 6329.60, 9881.60, 3315.20, 3811.20, 7312.00, 6169.60, 8704.00, bomba, 1248.00, 4387.20, 3480.00, 9900.80, 1264.00, 492.80, bomba, 9358.40, bomba, 7334.40, 2777.60, 5110.40, 5115.20, 4520.00, 8166.40, 8953.60, 8950.40, 5500.80, 6700.80, 1702.40, 1678.40, 3673.60, bomba, 4534.40, 6288.00, 73.60, 393.60, 6960.00, 7376.00, bomba, 2870.40, 8204.80, 6736.00, 4259.20, 2377.60, 4672.00, 1427.20, 2445.30, 4641.60, 6275.20, 476.80, 1632.00, 6438.40, 9656.80, 1705.60, 979.20, 6272.00, 8041.60, 6166.40, 9718.40, 1520.00, 2601.60, 6006.40, 2105.60, 3654.40, 3203.20, 8000.00, 8284.80, 5056.00, 9881.60, 2240.80, 2985.60, 3324.80, 3155.20, 6585.60, 8032.00, bomba, 5968.00, 8943.60, 441.60, 8092.80, 8368.00, 121.60, 3792.00, 7854.40, 5217.60, 6179.20, 8608.00, 857.60, 620.80, 6272.00, 8828.80, bomba, 6592.00, 2867.20, 5732.80, 2320.00, 323.20
node_14, 6160.00, 1868.80, bomba, 7017.60, 6716.80, 976.00, 7091.20, 1334.40, 2409.60, 3504.00, 784.00, 4617.60, 4540.80, 3480.00, 4019.20, 889.60, 9424.00, 1968.00, 5942.40, 8366.40, 3974.40, 5878.40, bomba, 304.00, 1145.60, 4966.40, 5577.60, bomba, bomba, 5244.80, bomba, 2329.60, 5510.40, 4249.60, 6508.80, 1528.00, 1596.80, 3987.20, 3753.60, 5982.40, 2835.20, bomba, 3283.20, 1203.20, 652.80, 1807.20, bomba, 5251.20, 70.40, 6089.60, 3747.20, 326.40, 6665.60, 9500.80, 240.00, 8598.40, 6428.80, 6387.20, 1235.20, 1068.80, 7315.20, 1750.40, 8649.60, 7801.60, 8137.60, 8556.80, 1510.40, 8864.00, 6467.20, 230.40, 5489.60, 3052.80, 9628.80, 4908.80, 300.80, 5996.80, 489.60, 2419.20, 8019.20, 9481.60, 4121.60, 9676.80, 192.00, 7075.20, 184.00, 6636.80, 7779.20, 9232.00, 2393.60, 3160.00, 115.20, 1952.00, 179.20, 1379.20, 6227.20, 5977.60, 2169.60, 9238.40, 7465.60
node_15, 7564.80, 480.00, 4480.00, 7955.20, 2115.20, 1590.40, 9516.80, bomba, 6119.20, bomba, 2038.40, 7321.60, 8348.80, 9900.80, 4019.20, 2297.60, 5260.80, 3324.80, 252.80, 3718.40, 8333.60, 8624.00, 7667.20, 700.80, 6582.40, 9315.20, 6211.20, 6422.40, 4230.40, 4025.60, 3612.80, 2618.00, 6880.00, 5184.00, 134.40, 4697.60, 9054.40, 8563.20, 5526.40, 7846.40, 4601.60, 6553.60, 4083.20, 4096.00, 1900.80, 3280.00, 7708.80, 7664.00, 3481.60, 5008.00, 5027.20, 5353.60, 3027.20, 2441.60, 6438.40, 3928.80, 9078.40, 5110.40, 6713.60, 4745.60, 601.60, 5763.20, 7196.80, 2908.80, 7910.40, 7552.00, 9244.80, 8656.00, 86.40, 4096.00, 1379.20, 9193.60, 137.60, 6889.60, 6796.80, 7107.20, 4572.80, 7339.20, 7932.80, 5699.20, 1424.00, 2057.60, 9427.20, 6211.20, 3449.60, 7673.60, 9964.80, 8560.00, 4454.40, 8595.20, 355.20, 1923.20, 1840.00, 9963.20, 1136.00, 8902.40, 540.80, 4864.00, 4950.40
node_16, 6387.20, 4323.20, 9683.20, 6441.60, 9744.00, 8726.40, 3708.80, 9785.60, 2902.40, 6982.40, 9491.20, 9204.80, bomba, 1264.00, 889.60, 2297.60, 2758.40, 3017.60, 4864.00, 576.00, 4720.00, 2144.00, 1193.60, 2275.20, 9068.80, 4009.60, 5529.60, 6326.40, 972.80, 304.00, 1747.20, 184.00, bomba, 6566.40, 7820.80, 6854.40, 5443.20, 764.80, 3136.00, 1382.40, 8790.40, 2876.80, 2166.40, 3670.40, 9340.80, 2252.00, 857.60, bomba, 5641.60, 9577.60, 5835.20, 915.20, 5424.00, 9552.00, 6355.20, 4038.40, 7955.20, 2748.80, 9385.60, 6540.80, 3651.20, 3097.60, 1238.40, 3929.60, 7385.60, 5248.00, 1564.80, 6137.60, 9475.20, 8819.20, bomba, 4252.80, 1414.40, 1248.00, 6688.00, 2796.80, 9859.20, 6480.00, 7856.00, 2873.60, 7180.80, 1734.40, 5904.00, 643.20, 8455.60, 4479.00, bomba, 7820.80, bomba, 9440.00, 1763.20, 4403.20, 9760.00, 5991.20, 4569.60, 7763.20, 6979.20, 3766.40, 640.00
node_17, 3334.40, bomba, 9689.60, 7724.80, 5900.80, 2361.60, 573.60, 1859.20, 784.00, 4356.80, 4240.00, 8739.20, 1132.80, 492.80, 9424.00, 5260.80, 2758.40, 1539.20, 5510.40, 9065.60, 4752.00, 8115.20, 9219.20, 6182.40, 1420.80, 4246.40, 3097.60, 2073.60, 9104.00, 2681.60, 963.20, 2249.60, 2496.00, 3961.60, 1430.40, 9113.60, 1555.20, 9939.20, 6419.20, 5029.60, 8336.00, 668.80, 1152.00, 2371.20, 4214.40, 9616.00, 4790.40, 1686.40, 8905.60, 6924.80, 310.40, 9801.60, 4908.80, bomba, 7504.00, 816.00, 204.80, 544.00, 7491.20, 4886.40, 2892.80, 1783.20, 7987.20, 6598.40, bomba, 524.80, bomba, 4550.40, 3344.00, 9094.40, 3014.40, 9952.00, 4652.80, 7850.40, 8316.80, 7115.20, 7241.60, 521.60, 2364.80, 5404.80, 3926.40, 5804.80, 9526.40, 2889.60, 2441.60, 6988.80, 5152.00, 310.40, 2329.60, 3584.00, 899.20, 5132.80, 9600.00, 6640.00, 6057.60, 6710.40, 1244.80, 6755.20, 4505.60
node_18, 5990.40, 4320.00, 278.40, 1228.80, 9875.20, 8217.60, 9878.40, 4099.20, 3046.40, 4467.20, bomba, 5161.60, 8566.40, bomba, 1968.00, 3324.80, 3017.60, 1539.20, 6905.60, 4899.20, 4032.00, 5731.20, 1484.80, 4134.40, 352.00, 5766.40, 6444.80, 4409.60, 600.00, 8387.20, 3728.00, 9830.40, 5305.60, 3392.00, 2918.40, bomba, 9964.80, 2928.00, 3177.60, 8166.40, 5379.20, 3913.60, 4204.80, 8166.40, 2067.20, 2112.00, 9468.80, 7913.60, 9542.40, 8627.20, 2867.20, 1040.00, 4748.80, 7571.20, 4300.80, 6355.20, 4563.20, 4761.60, 227.20, bomba, 2764.80, 9731.20, 905.60, 281.60, 2214.40, 6168.00, 172.80, 1196.80, 4438.40, 6112.00, 9395.20, 1683.20, 4364.80, 4364.80, 2659.20, 8528.00, 6896.00, 937.60, 9174.40, 1507.20, 3385.60, 9755.20, 6521.60, bomba, 2987.20, 1334.40, 1964.00, 7980.00, 1110.40, 2563.20, 1916.80, 2462.20, 998.40, 9884.80, 6243.20, 3196.80, 707.20, 4822.40, 5548.80
node_19, bomba, 9200.00, 2960.00, 9225.60, 2656.00, 3712.00, bomba, 3744.00, 4938.40, 7304.00, 6201.60, 9382.40, 5964.80, 9358.40, 5942.40, 252.80, 4864.00, 5510.40, 6905.60, 9811.20, 4435.20, bomba, 7436.80, 2736.00, 2880.00, 5574.40, 8025.60, 6880.00, 1433.60, 2467.20, 9785.60, 8947.20, 1897.60, 9356.80, 336.00, 9241.60, 3584.00, 1177.60, 2320.00, 1209.60, 2464.00, bomba, 6451.20, 2784.00, 6912.00, 8841.60, 5827.20, 467.20, 3188.80, 8422.40, 2262.40, 9932.80, 9452.80, 8512.00, 9913.60, 246.40, 1404.40, 4512.00, 3657.60, 7388.80, 7465.60, 537.60, 5654.40, 4276.80, 4089.60, 4001.60, 2003.20, 5468.80, 8311.40, 6505.60, 8602.00, 604.80, 259.20, 7865.60, 7337.60, 6121.60, 4755.20, 9718.40, 928.00, 9244.80, 8339.20, 3004.80, 8819.20, 3433.60, 4096.00, 5356.80, 8336.00, bomba, 4361.60, 5782.40, 9088.00, 9761.60, 1833.60, 5888.00, 5120.00, 9424.00, bomba, 5430.40, 2534.40
node_20, 9974.40, bomba, 9973.60, 7187.20, 6755.20, 7846.40, 2000.00, 6422.40, 5689.60, 2588.80, 9187.20, 9582.40, 8112.00, bomba, 8366.40, 3718.40, 576.00, 9065.60, 4899.20, 9811.20, 9235.20, 3718.40, 2588.80, 3824.00, 3910.40, 764.80, 3142.40, 4873.60, 5344.00, bomba, 2747.60, 9635.20, 5880.00, 6240.00, 3398.40, bomba, bomba, 8860.80, 2491.20, 3104.00, 4136.00, 7731.20, 5363.20, 185.60, 960.00, 5190.40, 6636.80, 7510.40, 9380.80, 5468.00, 7424.00, 7040.00, 7737.60, 3910.40, 1849.60, 8268.80, 2521.60, 3260.80, 246.40, 1836.80, 944.00, 8179.20, 5123.20, 102.40, 1072.00, 8915.20, 6131.20, 9507.20, 5123.20, 7356.80, 3702.40, 2960.00, 4886.40, 7360.00, 2950.40, 9606.40, 9494.40, 3113.60, 5108.80, 2399.20, 2044.80, 7947.20, 8908.80, 5299.20, 2508.80, 998.40, 9907.20, 4057.60, 1827.20, 1555.20, 2249.60, 1942.40, 579.20, 9638.40, 1529.60, 3507.20, 3353.60, 3372.80, 540.80
node_21, 5662.40, 8038.40, 7814.40, 4086.40, 4905.60, 5139.20, 2694.40, 2902.40, 3091.20, 3430.40, 9414.40, 6956.80, 7847.20, 7334.40, 3974.40, 8333.60, 4720.00, 4752.00, 4032.00, 4435.20, 9235.20, 7920.00, 2956.80, 889.60, 6160.00, 928.40, 9622.40, 6022.40, 6921.60, 5251.20, 6278.40, 4835.20, 8553.60, 4643.20, 3068.80, 7427.20, 8323.20, bomba, 7548.80, 7414.40, 7382.40, 4960.00, 2473.60, bomba, 2211.20, 8537.60, 3910.40, 9561.60, 4992.00, 7641.60, 3856.00, 3305.60, 3699.20, 6729.60, 4044.80, bomba, 4131.20, 8441.60, 7440.00, 7638.40, 7974.40, 9769.60, 2819.20, 7619.20, 5180.80, 9136.00, 3595.20, 4480.00, 7305.60, 1804.80, 8633.60, 4416.00, 4860.80, 1008.00, 5072.00, 3587.20, 8096.00, 6566.40, 5964.80, 364.80, 1081.60, 3446.40, 5206.40, 3590.40, 777.60, 5500.80, 7068.80, 3811.20, 4416.00, bomba, 6745.60, bomba, 7708.80, 5760.00, 9817.50, 8096.00, 8889.60, 8834.80, 1104.00
node_22, 8934.40, 646.40, 8099.20, 3907.20, 7932.80, 5409.60, 7894.40, 6268.80, 7648.00, 9006.40, 1491.20, 9177.60, 1129.60, 2777.60, 5878.40, 8624.00, 2144.00, 8115.20, 5731.20, bomba, 3718.40, 7920.00, 9878.40, 9468.80, 2921.60, 6940.80, 3385.60, 3190.40, 4102.40, 6864.00, 4774.40, 3894.40, 1520.00, 1561.60, 6240.00, 2793.60, 6179.20, 9142.40, 7411.20, 3072.00, 60.80, bomba, 4627.20, 7590.40, 1833.60, 1894.40, 656.00, bomba, 1136.00, 3433.60, 5700.80, 4083.20, 1766.40, 1195.20, 3472.00, 9513.60, 7545.60, 240.00, 1734.40, 4166.40, 3913.60, 3446.40, 5120.90, 8400.00, bomba, 3625.60, 1331.80, 8326.40, bomba, 2265.60, 5427.20, 2851.20, 3260.80, 8403.20, 2550.40, 185.60, 1900.80, 2672.00, 770.40, 3286.40, 4524.80, 6345.60, 9532.80, 595.20, 5836.80, 1420.80, 9552.00, 7488.00, 8982.40, 9436.80, 1744.00, 9625.60, 6528.00, 3945.60, 4998.40, 7193.60, 9046.40, 8662.40, 1478.40
node_23, 6297.60, 4460.80, 9977.60, 3801.60, 8388.80, 8560.00, 2691.20, 5708.80, 6572.80, 5177.60, 2537.60, 8096.00, 9715.20, 5110.40, bomba, 7667.20, 1193.60, 9219.20, 1484.80, 7436.80, 2588.80, 2956.80, 9878.40, 681.60, 5392.00, 1827.20, 9644.80, 9382.40, 124.80, 3430.40, 1712.00, 8784.00, 8640.00, bomba, 3222.40, 6438.40, 9532.80, 848.00, 5993.60, 1592.00, bomba, 7964.00, 6016.00, 8454.40, 7801.60, 1280.00, 8236.80, 9398.40, 4412.80, 3780.80, 2569.60, 1544.00, 6960.00, 4752.00, 5564.80, 5971.20, 3043.20, 2304.00, 2921.60, 8476.80, 5926.40, 1881.60, 1449.60, 4304.00, 1113.60, 6771.20, 9942.40, bomba, 2342.40, 1484.80, 1804.80, 3652.80, 4668.80, 7177.60, bomba, 9952.00, 7046.40, 1724.80, 6368.00, 9264.00, 7385.60, 2800.00, 7625.60, 4227.20, 7312.00, 9513.60, 6451.20, 7222.40, 9120.00, 348.80, 1694.40, 5033.60, 3769.60, 8873.60, 6044.80, 896.00, 7443.20, 2400.00, 8824.00
